user_id,first_name,last_name,country_code,registration_date_id,geo_id,segment,is_active_flag
U0000058,James,Bernard,CA,20190205,23,Regular,1
U0000059,John,Costa,AU,20190206,25,Gold,1
U0000060,Liam,Santos,GB,20190206,8,Silver,1
U0000061,Laura,Smith,US,20190207,2,Bronze,1
U0000062,Ethan,Martinez,CA,20190208,24,Regular,1
U0000063,Maria,Dubois,DE,20190208,9,Regular,1
U0000064,Maria,Rossi,ES,20190208,15,Regular,1
U0000065,James,Anderson,IN,20190208,27,Regular,1
U0000066,Noah,Bernard,US,20190209,4,VIP,1
U0000067,David,Costa,IT,20190209,19,Regular,1
U0000068,Anna,Müller,US,20190209,4,Regular,1
U0000069,Sophia,Müller,DE,20190210,11,Regular,1
U0000070,Anna,Moreau,CA,20190210,24,Bronze,1
U0000071,Sophia,Costa,FR,20190210,12,Regular,1
U0000072,Sophia,Garcia,IN,20190210,28,Regular,1
U0000073,Maria,Dubois,ES,20190211,16,Regular,1
U0000074,Oliver,Silva,DE,20190212,9,Silver,1
U0000075,Daniel,Santos,GB,20190212,8,Regular,1
U0000076,Liam,Bernard,DE,20190212,10,Gold,1
U0000077,Emma,Anderson,DE,20190212,11,Silver,0
U0000078,Michael,Martinez,US,20190212,1,Regular,1
U0000079,Isabella,Rossi,DE,20190216,11,Silver,1
U0000080,Anna,Dubois,FR,20190216,14,Regular,1
U0000081,Daniel,Brown,BR,20190217,21,Gold,1
U0000082,John,Anderson,IT,20190218,20,Regular,1
U0000083,Noah,Garcia,BR,20190219,21,Regular,1
U0000084,Maria,Martinez,US,20190219,2,Regular,0
U0000085,Sophia,Rossi,GB,20190220,7,Regular,0
U0000086,Charlotte,Martinez,IT,20190220,19,VIP,1
U0000087,Isabella,Anderson,FR,20190220,13,Regular,1
U0000088,Isabella,Miller,US,20190220,5,Bronze,1
U0000089,Michael,Santos,CA,20190222,23,Regular,1
U0000090,Oliver,Anderson,BR,20190223,22,Gold,0
U0000091,Anna,Dubois,ES,20190224,15,Regular,1
U0000092,Emma,Müller,US,20190224,2,Regular,1
U0000093,Ethan,Rossi,BR,20190224,21,Regular,1
U0000094,Noah,Johnson,ES,20190225,16,Bronze,1
U0000095,Laura,Smith,BR,20190226,22,Regular,0
U0000096,Liam,Bernard,BR,20190227,22,Regular,1
U0000097,Maria,Schmidt,CA,20190228,23,Regular,1
U0000098,Lucas,Bernard,ES,20190301,15,Bronze,1
U0000099,Ethan,Martinez,US,20190302,5,Regular,1
U0000100,Lucas,Martinez,IT,20190302,20,Regular,1
U0000101,Maria,Johnson,IT,20190302,19,Regular,1
U0000102,James,Brown,BR,20190302,21,Silver,1
U0000103,Noah,Moreau,US,20190304,4,Gold,1
U0000104,Daniel,Santos,GB,20190304,7,Regular,1
U0000105,Sophia,Miller,AU,20190304,26,Regular,1
U0000106,Ethan,Müller,BR,20190306,21,Regular,1
U0000107,Lucas,Miller,AU,20190306,26,Regular,1
U0000108,Anna,Müller,BR,20190308,21,Regular,1
U0000109,David,Anderson,ES,20190308,15,Bronze,1
U0000110,Emma,Schmidt,IT,20190309,20,Regular,1
U0000111,Laura,Moreau,AU,20190309,26,Gold,1
U0000112,Emma,Bernard,ES,20190310,17,Regular,1
U0000113,Maria,Johnson,IT,20190310,20,Bronze,1
U0000114,Charlotte,Schmidt,US,20190310,4,Regular,1
U0000115,Anna,Garcia,FR,20190313,14,Regular,1
U0000116,Laura,Miller,BR,20190314,22,Regular,0
U0000117,Sophia,Johnson,GB,20190314,7,Regular,0
U0000118,Maria,Costa,GB,20190314,6,Regular,1
U0000119,Amelia,Costa,DE,20190314,9,Bronze,1
U0000120,James,Miller,GB,20190316,8,Gold,1
U0000121,Noah,Miller,GB,20190316,7,Regular,1
U0000122,Michael,Miller,FR,20190316,12,Regular,1
U0000123,David,Johnson,AU,20190317,25,Regular,1
U0000124,Noah,Miller,ES,20190318,15,Regular,1
U0000125,Oliver,Martinez,GB,20190319,6,Regular,1
U0000126,Liam,Miller,US,20190319,2,Bronze,1
U0000127,James,Rossi,BR,20190320,22,VIP,1
U0000128,Isabella,Bernard,DE,20190321,11,Gold,0
U0000129,Liam,Martinez,CA,20190323,23,Regular,1
U0000130,Maria,Dubois,IT,20190323,19,Silver,1
U0000131,Charlotte,Costa,BR,20190324,22,Bronze,1
U0000132,Michael,Anderson,GB,20190324,8,Regular,1
U0000133,Daniel,Miller,BR,20190324,22,Regular,1
U0000134,Daniel,Garcia,GB,20190325,8,Silver,1
U0000135,Oliver,Bernard,AU,20190325,26,Regular,1
U0000136,Anna,Moreau,IT,20190327,20,Regular,1
U0000137,Charlotte,Garcia,DE,20190327,9,Regular,1
U0000138,Amelia,Miller,GB,20190328,8,Regular,0
U0000139,Daniel,Rossi,GB,20190328,8,Regular,1
U0000140,Anna,Costa,BR,20190329,21,Gold,0
U0000141,Lucas,Santos,GB,20190331,8,Bronze,0
U0000142,David,Smith,ES,20190331,17,Bronze,1
U0000143,Noah,Müller,GB,20190331,7,Regular,1
U0000144,Anna,Anderson,IT,20190401,20,Bronze,1
U0000145,Lucas,Moreau,CA,20190402,24,Regular,1
U0000146,Anna,Dubois,BR,20190403,21,Regular,1
U0000147,Michael,Martinez,BR,20190405,22,Regular,1
U0000148,John,Brown,GB,20190405,7,Regular,1
U0000149,Amelia,Schmidt,US,20190406,2,Regular,1
U0000150,Sophia,Bernard,BR,20190408,22,Regular,1
U0000151,Oliver,Santos,DE,20190408,9,Regular,1
U0000152,Lucas,Bernard,FR,20190409,14,Regular,1
U0000153,Lucas,Müller,US,20190410,3,VIP,1
U0000154,Noah,Garcia,GB,20190412,8,Regular,1
U0000155,David,Santos,US,20190412,2,Bronze,1
U0000156,Daniel,Müller,CA,20190414,23,Regular,1
U0000157,Charlotte,Garcia,GB,20190414,8,Regular,1
U0000158,Charlotte,Santos,ES,20190415,16,VIP,1
U0000159,Isabella,Santos,US,20190415,5,Regular,0
U0000160,Charlotte,Santos,IT,20190415,20,Regular,1
U0000161,Noah,Costa,DE,20190416,9,Bronze,1
U0000162,Isabella,Bernard,AU,20190416,25,Regular,1
U0000163,John,Smith,AU,20190417,26,Silver,1
U0000164,Michael,Costa,DE,20190418,9,Regular,1
U0000165,Ethan,Garcia,AU,20190421,25,Regular,1
U0000166,Oliver,Smith,IN,20190421,28,Regular,1
U0000167,Laura,Brown,CA,20190422,24,Regular,1
U0000168,John,Brown,CA,20190423,23,Silver,1
U0000169,Anna,Moreau,GB,20190423,6,Bronze,1
U0000170,Liam,Moreau,ES,20190423,16,Regular,1
U0000171,Oliver,Silva,US,20190425,3,Regular,1
U0000172,John,Martinez,US,20190425,2,Bronze,1
U0000173,John,Santos,IN,20190426,27,Regular,1
U0000174,Emma,Johnson,DE,20190426,9,Regular,1
U0000175,Emma,Silva,BR,20190426,21,Regular,1
U0000176,Laura,Johnson,CA,20190427,23,Regular,1
U0000177,Maria,Garcia,CA,20190427,24,Bronze,1
U0000178,Daniel,Johnson,IN,20190427,27,VIP,1
U0000179,James,Dubois,GB,20190428,8,Regular,1
U0000180,Isabella,Santos,US,20190428,2,Regular,1
U0000181,Liam,Silva,FR,20190429,12,Regular,1
U0000182,Maria,Dubois,US,20190429,4,Regular,1
U0000183,Lucas,Moreau,US,20190430,5,Regular,1
U0000184,David,Bernard,DE,20190501,9,Silver,1
U0000185,Michael,Smith,BR,20190503,22,Regular,1
U0000186,Maria,Schmidt,ES,20190504,17,Regular,1
U0000187,Maria,Garcia,DE,20190504,11,Regular,0
U0000188,Amelia,Silva,IT,20190504,19,Regular,1
U0000189,Liam,Costa,GB,20190506,6,Regular,1
U0000190,Liam,Rossi,US,20190506,5,Bronze,1
U0000191,Anna,Costa,BR,20190506,21,Regular,1
U0000192,Charlotte,Bernard,IT,20190506,20,Bronze,1
U0000193,Daniel,Silva,BR,20190507,22,Regular,0
U0000194,Anna,Rossi,US,20190508,4,Regular,1
U0000195,Noah,Dubois,CA,20190508,24,Regular,1
U0000196,Laura,Brown,IT,20190508,19,Regular,1
U0000197,Oliver,Johnson,ES,20190508,17,Regular,1
U0000198,Lucas,Moreau,IT,20190509,19,Regular,1
U0000199,Isabella,Silva,CA,20190510,23,Bronze,1
U0000200,John,Garcia,ES,20190510,15,Bronze,1
U0000201,Emma,Dubois,ES,20190510,15,Regular,1
U0000202,Emma,Rossi,IN,20190510,27,Regular,1
U0000203,Daniel,Brown,BR,20190511,22,Regular,0
U0000204,Oliver,Dubois,FR,20190511,12,Regular,1
U0000205,John,Moreau,BR,20190511,21,Regular,1
U0000206,Liam,Martinez,DE,20190512,11,Silver,1
U0000207,Lucas,Smith,GB,20190512,6,Regular,1
U0000208,James,Smith,ES,20190514,15,Regular,0
U0000209,Laura,Schmidt,AU,20190514,25,Regular,1
U0000210,Michael,Müller,AU,20190515,25,Regular,1
U0000211,Isabella,Dubois,DE,20190517,9,Bronze,1
U0000212,Sophia,Santos,ES,20190517,15,Regular,1
U0000213,Ethan,Miller,GB,20190517,6,Regular,1
U0000214,Michael,Johnson,IN,20190517,28,Bronze,1
U0000215,Michael,Bernard,IN,20190518,27,Regular,1
U0000216,James,Schmidt,IT,20190518,20,Bronze,1
U0000217,John,Bernard,CA,20190519,23,Regular,1
U0000218,Michael,Miller,BR,20190519,22,Regular,1
U0000219,James,Johnson,ES,20190520,17,Bronze,1
U0000220,Charlotte,Miller,US,20190521,4,Regular,1
U0000221,Amelia,Costa,FR,20190521,12,Regular,1
U0000222,Isabella,Dubois,IT,20190522,20,Regular,1
U0000223,James,Smith,IT,20190522,18,Regular,1
U0000224,Ethan,Costa,DE,20190523,11,Bronze,1
U0000225,Sophia,Moreau,IN,20190524,28,Silver,0
U0000226,Noah,Müller,US,20190526,2,VIP,1
U0000227,Daniel,Müller,ES,20190526,16,Bronze,1
U0000228,Oliver,Bernard,BR,20190527,22,Regular,1
U0000229,John,Dubois,BR,20190527,21,Regular,1
U0000230,Maria,Dubois,IT,20190528,18,Regular,1
U0000231,Charlotte,Garcia,GB,20190528,6,Regular,1
U0000232,James,Silva,US,20190529,4,Regular,1
U0000233,Liam,Müller,IT,20190529,19,Gold,1
U0000234,Sophia,Miller,ES,20190529,16,Regular,1
U0000235,Daniel,Moreau,US,20190531,4,Regular,1
U0000236,Charlotte,Rossi,BR,20190602,22,Regular,1
U0000237,James,Bernard,FR,20190603,14,Silver,1
U0000238,Liam,Costa,IT,20190603,18,Bronze,1
U0000239,James,Miller,CA,20190603,23,Bronze,1
U0000240,Maria,Garcia,US,20190603,1,Regular,1
U0000241,James,Santos,US,20190603,4,Silver,1
U0000242,James,Santos,BR,20190604,22,Regular,1
U0000243,Noah,Brown,IT,20190605,18,Silver,0
U0000244,Oliver,Brown,BR,20190608,21,Regular,1
U0000245,Oliver,Johnson,CA,20190608,23,Regular,1
U0000246,Sophia,Santos,CA,20190609,23,Regular,1
U0000247,Liam,Garcia,IN,20190609,28,Bronze,1
U0000248,Oliver,Anderson,ES,20190609,15,Regular,1
U0000249,Laura,Rossi,FR,20190610,13,Silver,1
U0000250,Charlotte,Costa,FR,20190610,12,Regular,1
U0000251,Maria,Brown,US,20190611,3,Regular,1
U0000252,Lucas,Bernard,ES,20190611,16,Regular,1
U0000253,Michael,Silva,GB,20190611,6,Regular,1
U0000254,Ethan,Silva,AU,20190611,25,Regular,1
U0000255,Noah,Schmidt,ES,20190612,16,Regular,1
U0000256,Oliver,Anderson,ES,20190612,17,Bronze,1
U0000257,Noah,Santos,DE,20190613,9,Regular,1
U0000258,Anna,Costa,US,20190613,1,Gold,1
U0000259,Emma,Anderson,US,20190614,5,Regular,1
U0000260,John,Santos,FR,20190614,12,Silver,1
U0000261,John,Martinez,US,20190614,1,Regular,0
U0000262,David,Garcia,IT,20190615,18,Regular,1
U0000263,James,Garcia,AU,20190615,25,Regular,1
U0000264,Noah,Anderson,AU,20190616,26,Regular,1
U0000265,Daniel,Costa,IT,20190617,19,Silver,1
U0000266,David,Garcia,GB,20190619,7,Regular,1
U0000267,Liam,Miller,CA,20190620,23,Regular,1
U0000268,David,Rossi,AU,20190621,26,Silver,1
U0000269,James,Costa,GB,20190622,6,Regular,1
U0000270,Sophia,Anderson,BR,20190622,21,Bronze,0
U0000271,Emma,Johnson,GB,20190623,7,Regular,1
U0000272,Amelia,Martinez,CA,20190624,23,Silver,1
U0000273,Maria,Bernard,IN,20190625,28,Regular,1
U0000274,Sophia,Miller,US,20190626,3,Regular,1
U0000275,Amelia,Santos,AU,20190628,26,Regular,1
U0000276,Michael,Miller,IT,20190630,19,Gold,1
U0000277,James,Miller,IN,20190630,28,Regular,1
U0000278,Lucas,Bernard,FR,20190701,14,Regular,1
U0000279,Michael,Dubois,CA,20190702,24,Bronze,1
U0000280,Maria,Johnson,US,20190702,2,Gold,1
U0000281,Laura,Garcia,DE,20190702,9,Silver,1
U0000282,Anna,Miller,US,20190702,3,VIP,1
U0000283,Charlotte,Bernard,IN,20190702,27,Regular,1
U0000284,James,Dubois,CA,20190705,23,Regular,1
U0000285,James,Bernard,CA,20190706,23,Bronze,1
U0000286,Michael,Dubois,AU,20190706,26,Silver,1
U0000287,John,Dubois,US,20190706,1,Regular,1
U0000288,Daniel,Anderson,DE,20190707,9,Regular,1
U0000289,Lucas,Smith,US,20190707,5,Silver,1
U0000290,Anna,Garcia,GB,20190707,7,Regular,1
U0000291,Laura,Garcia,GB,20190709,8,Regular,1
U0000292,Amelia,Santos,FR,20190709,14,Regular,1
U0000293,Sophia,Johnson,GB,20190709,6,Regular,1
U0000294,David,Dubois,US,20190709,1,Bronze,1
U0000295,Laura,Dubois,US,20190709,5,Regular,1
U0000296,Anna,Rossi,US,20190710,1,Bronze,1
U0000297,Lucas,Martinez,IN,20190710,27,Regular,1
U0000298,James,Anderson,BR,20190711,21,Regular,1
U0000299,Isabella,Smith,IN,20190713,27,Bronze,1
U0000300,Isabella,Miller,FR,20190713,14,Regular,1
U0000301,Amelia,Bernard,GB,20190713,6,Regular,0
U0000302,Sophia,Brown,BR,20190714,22,Regular,1
U0000303,Isabella,Johnson,DE,20190715,9,Regular,1
U0000304,Noah,Santos,GB,20190717,8,Regular,1
U0000305,Charlotte,Anderson,GB,20190717,6,Silver,1
U0000306,Lucas,Dubois,US,20190717,5,Bronze,1
U0000307,James,Costa,GB,20190717,8,Silver,1
U0000308,Daniel,Moreau,DE,20190717,9,Regular,1
U0000309,Michael,Silva,IT,20190717,20,Regular,1
U0000310,Lucas,Anderson,US,20190720,1,Regular,1
U0000311,James,Garcia,GB,20190720,7,Regular,1
U0000312,Charlotte,Garcia,CA,20190721,24,Regular,1
U0000313,Noah,Costa,US,20190721,3,Regular,1
U0000314,Amelia,Costa,DE,20190721,9,VIP,1
U0000315,Lucas,Costa,CA,20190721,24,Regular,1
U0000316,Isabella,Garcia,US,20190722,2,Regular,1
U0000317,Laura,Moreau,US,20190722,3,Bronze,1
U0000318,John,Brown,FR,20190724,13,Regular,0
U0000319,Daniel,Santos,DE,20190724,9,Silver,1
U0000320,Noah,Silva,ES,20190725,17,Bronze,0
U0000321,Noah,Müller,CA,20190726,24,Gold,1
U0000322,James,Silva,US,20190727,4,Regular,1
U0000323,Charlotte,Moreau,ES,20190727,16,Bronze,1
U0000324,Amelia,Johnson,ES,20190727,15,Regular,1
U0000325,Michael,Costa,US,20190729,1,Bronze,1
U0000326,David,Schmidt,IT,20190731,19,Regular,1
U0000327,Sophia,Brown,GB,20190801,8,Regular,1
U0000328,Anna,Martinez,FR,20190801,14,Regular,1
U0000329,John,Smith,US,20190802,1,Regular,1
U0000330,Liam,Dubois,FR,20190803,12,Silver,1
U0000331,Emma,Miller,DE,20190804,11,Bronze,1
U0000332,Anna,Brown,CA,20190804,23,Bronze,1
U0000333,Liam,Rossi,US,20190804,5,Regular,1
U0000334,Liam,Johnson,FR,20190805,13,Bronze,1
U0000335,James,Rossi,FR,20190805,12,Regular,1
U0000336,Charlotte,Anderson,BR,20190805,22,Silver,1
U0000337,Emma,Smith,ES,20190807,15,Gold,1
U0000338,Noah,Miller,IT,20190809,18,Regular,1
U0000339,Laura,Martinez,BR,20190811,22,Silver,1
U0000340,Isabella,Smith,CA,20190812,24,Regular,1
U0000341,Daniel,Schmidt,DE,20190813,9,Regular,1
U0000342,Ethan,Rossi,ES,20190813,16,Regular,1
U0000343,Michael,Müller,CA,20190814,24,Regular,1
U0000344,John,Costa,IN,20190814,27,Bronze,1
U0000345,Lucas,Brown,AU,20190815,26,Regular,1
U0000346,Liam,Moreau,DE,20190815,11,Regular,1
U0000347,Noah,Silva,GB,20190815,6,Regular,1
U0000348,Noah,Johnson,FR,20190817,12,Bronze,1
U0000349,Lucas,Anderson,BR,20190820,22,Gold,1
U0000350,David,Smith,FR,20190821,12,Bronze,1
U0000351,Noah,Moreau,FR,20190821,12,Bronze,1
U0000352,Anna,Santos,CA,20190823,23,Regular,1
U0000353,Emma,Martinez,DE,20190823,10,Regular,1
U0000354,Anna,Santos,CA,20190823,24,Regular,1
U0000355,Sophia,Smith,FR,20190823,14,Regular,1
U0000356,Michael,Moreau,DE,20190824,9,Bronze,1
U0000357,Liam,Silva,FR,20190824,14,Regular,1
U0000358,Emma,Schmidt,BR,20190825,22,Bronze,1
U0000359,Ethan,Brown,US,20190825,2,Regular,1
U0000360,Isabella,Miller,GB,20190826,8,Regular,1
U0000361,Isabella,Miller,IN,20190830,28,Regular,1
U0000362,Emma,Martinez,US,20190830,5,Silver,1
U0000363,David,Dubois,ES,20190830,16,Bronze,1
U0000364,Amelia,Garcia,ES,20190830,16,Silver,1
U0000365,Amelia,Martinez,FR,20190830,12,Regular,1
U0000366,Amelia,Schmidt,IT,20190831,18,VIP,1
U0000367,David,Brown,GB,20190901,8,Regular,1
U0000368,Noah,Garcia,ES,20190902,16,Regular,1
U0000369,Amelia,Dubois,DE,20190902,10,VIP,1
U0000370,Anna,Santos,IT,20190902,18,Regular,1
U0000371,James,Martinez,US,20190903,1,Bronze,1
U0000372,Noah,Johnson,ES,20190904,16,Regular,1
U0000373,John,Moreau,GB,20190906,6,Regular,0
U0000374,James,Martinez,GB,20190907,8,Gold,1
U0000375,Isabella,Smith,GB,20190907,7,Regular,1
U0000376,Charlotte,Johnson,GB,20190908,6,Bronze,1
U0000377,Michael,Dubois,CA,20190908,24,Regular,1
U0000378,Ethan,Silva,GB,20190911,8,Bronze,1
U0000379,Ethan,Miller,AU,20190911,26,Regular,1
U0000380,John,Moreau,IN,20190911,27,Regular,1
U0000381,David,Garcia,ES,20190911,15,Regular,1
U0000382,Maria,Santos,US,20190913,1,Regular,1
U0000383,Liam,Moreau,DE,20190913,11,Gold,1
U0000384,Ethan,Schmidt,BR,20190913,21,Regular,0
U0000385,Oliver,Silva,DE,20190914,11,Regular,1
U0000386,Amelia,Miller,US,20190916,1,Regular,1
U0000387,Anna,Johnson,ES,20190918,16,Regular,1
U0000388,Laura,Rossi,CA,20190918,23,Bronze,1
U0000389,Michael,Müller,BR,20190919,22,VIP,1
U0000390,Emma,Müller,US,20190919,2,Regular,1
U0000391,Amelia,Anderson,IT,20190919,18,Silver,1
U0000392,Anna,Silva,GB,20190920,7,Regular,1
U0000393,Ethan,Miller,GB,20190920,7,Regular,1
U0000394,Noah,Schmidt,CA,20190922,23,Bronze,1
U0000395,Laura,Johnson,GB,20190922,7,Regular,1
U0000396,Amelia,Moreau,GB,20190922,6,Bronze,1
U0000397,James,Costa,US,20190923,2,Silver,1
U0000398,James,Santos,CA,20190923,23,Regular,1
U0000399,Emma,Brown,BR,20190924,22,Gold,1
U0000400,John,Anderson,IT,20190925,20,Bronze,1
U0000401,Anna,Smith,BR,20190925,22,Regular,0
U0000402,Laura,Santos,US,20190926,5,Bronze,1
U0000403,Maria,Müller,FR,20190926,14,Regular,1
U0000404,Ethan,Smith,DE,20190927,9,VIP,1
U0000405,Liam,Schmidt,US,20190927,2,Bronze,1
U0000406,Laura,Miller,FR,20190927,12,Regular,1
U0000407,James,Müller,AU,20190928,25,Regular,1
U0000408,Michael,Garcia,US,20190929,4,Bronze,1
U0000409,Lucas,Dubois,GB,20190929,6,Regular,1
U0000410,Noah,Santos,GB,20191001,6,Regular,1
U0000411,Daniel,Costa,GB,20191001,8,Regular,0
U0000412,Charlotte,Brown,AU,20191002,26,Regular,1
U0000413,James,Rossi,FR,20191003,13,Regular,1
U0000414,Sophia,Garcia,FR,20191004,14,Regular,1
U0000415,Oliver,Bernard,BR,20191004,21,Regular,1
U0000416,Oliver,Martinez,US,20191005,3,Bronze,1
U0000417,James,Müller,FR,20191005,12,Regular,1
U0000418,Isabella,Santos,FR,20191006,14,Regular,1
U0000419,Oliver,Costa,ES,20191008,15,Regular,1
U0000420,Amelia,Johnson,IN,20191008,28,Regular,1
U0000421,Oliver,Smith,BR,20191009,21,Regular,1
U0000422,Anna,Costa,DE,20191010,10,Regular,1
U0000423,James,Dubois,CA,20191010,23,Regular,1
U0000424,Charlotte,Martinez,US,20191010,2,Silver,1
U0000425,Michael,Smith,US,20191011,4,Bronze,1
U0000426,James,Johnson,GB,20191012,7,Bronze,1
U0000427,Amelia,Anderson,DE,20191012,10,Bronze,0
U0000428,Amelia,Schmidt,ES,20191012,15,Bronze,0
U0000429,Liam,Schmidt,IT,20191013,18,Regular,1
U0000430,Daniel,Silva,AU,20191013,25,Bronze,1
U0000431,Noah,Bernard,ES,20191013,17,Regular,1
U0000432,John,Rossi,ES,20191016,15,Bronze,0
U0000433,Liam,Dubois,US,20191016,4,Bronze,1
U0000434,Michael,Johnson,US,20191017,3,Regular,1
U0000435,Ethan,Martinez,ES,20191020,16,Regular,1
U0000436,Charlotte,Brown,FR,20191021,12,Regular,1
U0000437,Noah,Dubois,CA,20191022,24,Bronze,1
U0000438,Liam,Brown,US,20191022,3,Bronze,1
U0000439,Lucas,Silva,US,20191022,5,Silver,1
U0000440,Lucas,Miller,FR,20191027,13,Regular,1
U0000441,Daniel,Garcia,GB,20191028,8,Bronze,1
U0000442,James,Schmidt,US,20191028,5,Regular,1
U0000443,Isabella,Santos,BR,20191029,22,Silver,1
U0000444,Anna,Rossi,US,20191029,1,Regular,1
U0000445,Liam,Moreau,IT,20191030,18,Regular,1
U0000446,Isabella,Moreau,GB,20191030,7,Regular,1
U0000447,Charlotte,Schmidt,US,20191031,2,Bronze,1
U0000448,Emma,Costa,DE,20191101,11,Gold,1
U0000449,Sophia,Schmidt,CA,20191102,24,Regular,1
U0000450,Isabella,Müller,DE,20191103,9,Regular,1
U0000451,Anna,Moreau,BR,20191103,21,Gold,1
U0000452,Maria,Moreau,US,20191103,5,Regular,1
U0000453,Amelia,Rossi,BR,20191104,22,Bronze,1
U0000454,Daniel,Costa,GB,20191106,7,Regular,1
U0000455,Daniel,Moreau,IT,20191107,20,Regular,0
U0000456,Charlotte,Smith,ES,20191107,16,Bronze,1
U0000457,Liam,Garcia,AU,20191107,26,Bronze,1
U0000458,Maria,Smith,DE,20191108,11,Regular,1
U0000459,Ethan,Anderson,US,20191109,5,Regular,1
U0000460,Anna,Smith,US,20191109,1,Silver,1
U0000461,Ethan,Smith,CA,20191110,24,Regular,1
U0000462,Oliver,Martinez,ES,20191110,17,Silver,1
U0000463,Oliver,Santos,BR,20191111,21,Regular,1
U0000464,Oliver,Anderson,GB,20191113,7,Regular,0
U0000465,Maria,Silva,DE,20191114,9,Gold,1
U0000466,Laura,Brown,US,20191114,4,Bronze,1
U0000467,Daniel,Brown,IN,20191114,27,Regular,1
U0000468,Lucas,Smith,IT,20191114,20,Bronze,0
U0000469,Liam,Costa,AU,20191116,25,Regular,1
U0000470,Ethan,Miller,GB,20191117,7,Regular,1
U0000471,Anna,Bernard,IT,20191120,19,VIP,1
U0000472,James,Silva,IT,20191123,18,Bronze,1
U0000473,Laura,Bernard,DE,20191123,11,Bronze,1
U0000474,Ethan,Silva,CA,20191124,24,Regular,1
U0000475,Noah,Martinez,IN,20191125,28,Regular,1
U0000476,Charlotte,Smith,AU,20191126,25,Regular,1
U0000477,Ethan,Miller,BR,20191126,22,Regular,0
U0000478,Maria,Costa,GB,20191127,8,Bronze,0
U0000479,Charlotte,Bernard,GB,20191127,7,Regular,1
U0000480,John,Rossi,IN,20191127,28,Silver,1
U0000481,Liam,Costa,US,20191128,3,Regular,1
U0000482,James,Smith,BR,20191130,22,Regular,1
U0000483,John,Müller,BR,20191201,22,Regular,1
U0000484,Isabella,Smith,IT,20191202,20,Regular,1
